"","topic","language","term","platform","link","link_nr"
"82","La Palma volcano eruption","pt","Erupção do vulcão La Palma","youtube","_","2"
"83","La Palma volcano eruption","pt","Erupção do vulcão La Palma","youtube","_","3"
"84","La Palma volcano eruption","pt","Erupção do vulcão La Palma","youtube","_","4"
"85","La Palma volcano eruption","pt","Erupção do vulcão La Palma","dailymotion","_","0"
"86","La Palma volcano eruption","pt","Erupção do vulcão La Palma","dailymotion","_","1"
"87","La Palma volcano eruption","pt","Erupção do vulcão La Palma","dailymotion","_","2"
"88","La Palma volcano eruption","pt","Erupção do vulcão La Palma","dailymotion","_","3"
"89","La Palma volcano eruption","pt","Erupção do vulcão La Palma","dailymotion","_","4"
"90","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","youtube","_","0"
"91","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","youtube","_","1"
"92","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","youtube","_","2"
"93","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","youtube","_","3"
"94","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","youtube","_","4"
"95","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","dailymotion","_","0"
"96","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","dailymotion","_","1"
"97","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","dailymotion","_","2"
"98","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","dailymotion","_","3"
"99","La Palma volcano eruption","ur","لا پالما آتش فشاں پھٹنا۔","dailymotion","_","4"
"100","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","youtube","_","0"
"101","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","youtube","_","1"
"102","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","youtube","_","2"
"103","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","youtube","_","3"
"104","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","youtube","_","4"
"105","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","dailymotion","_","0"
"106","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","dailymotion","_","1"
"107","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","dailymotion","_","2"
"108","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","dailymotion","_","3"
"109","La Palma volcano eruption","de","Vulkanausbruch auf La Palma","dailymotion","_","4"
"110","La Palma volcano eruption","jp","ラパルマ火山の噴火","youtube","_","0"
"111","La Palma volcano eruption","jp","ラパルマ火山の噴火","youtube","_","1"
"112","La Palma volcano eruption","jp","ラパルマ火山の噴火","youtube","_","2"
"113","La Palma volcano eruption","jp","ラパルマ火山の噴火","youtube","_","3"
"114","La Palma volcano eruption","jp","ラパルマ火山の噴火","youtube","_","4"
"115","La Palma volcano eruption","jp","ラパルマ火山の噴火","dailymotion","_","0"
"116","La Palma volcano eruption","jp","ラパルマ火山の噴火","dailymotion","_","1"
"117","La Palma volcano eruption","jp","ラパルマ火山の噴火","dailymotion","_","2"
"118","La Palma volcano eruption","jp","ラパルマ火山の噴火","dailymotion","_","3"
"119","La Palma volcano eruption","jp","ラパルマ火山の噴火","dailymotion","_","4"
"120","La Palma volcano eruption","id","Letusan gunung berapi La Palma","youtube","_","0"
"121","La Palma volcano eruption","id","Letusan gunung berapi La Palma","youtube","_","1"
"122","La Palma volcano eruption","id","Letusan gunung berapi La Palma","youtube","_","2"
"123","La Palma volcano eruption","id","Letusan gunung berapi La Palma","youtube","_","3"
"124","La Palma volcano eruption","id","Letusan gunung berapi La Palma","youtube","_","4"
"125","La Palma volcano eruption","id","Letusan gunung berapi La Palma","dailymotion","_","0"
"126","La Palma volcano eruption","id","Letusan gunung berapi La Palma","dailymotion","_","1"
"127","La Palma volcano eruption","id","Letusan gunung berapi La Palma","dailymotion","_","2"
"128","La Palma volcano eruption","id","Letusan gunung berapi La Palma","dailymotion","_","3"
"129","La Palma volcano eruption","id","Letusan gunung berapi La Palma","dailymotion","_","4"
"130","La Palma intensifies","en","La Palma intensifies","youtube","_","0"
"131","La Palma intensifies","en","La Palma intensifies","youtube","_","1"
"132","La Palma intensifies","en","La Palma intensifies","youtube","_","2"
"133","La Palma intensifies","en","La Palma intensifies","youtube","_","3"
"134","La Palma intensifies","en","La Palma intensifies","youtube","_","4"
"135","La Palma intensifies","en","La Palma intensifies","dailymotion","_","0"
"136","La Palma intensifies","en","La Palma intensifies","dailymotion","_","1"
"137","La Palma intensifies","en","La Palma intensifies","dailymotion","_","2"
"138","La Palma intensifies","en","La Palma intensifies","dailymotion","_","3"
"139","La Palma intensifies","en","La Palma intensifies","dailymotion","_","4"
"140","La Palma intensifies","zh-cn","拉帕尔马加剧","youtube","_","0"
"141","La Palma intensifies","zh-cn","拉帕尔马加剧","youtube","_","1"
"142","La Palma intensifies","zh-cn","拉帕尔马加剧","youtube","_","2"
"143","La Palma intensifies","zh-cn","拉帕尔马加剧","youtube","_","3"
"144","La Palma intensifies","zh-cn","拉帕尔马加剧","youtube","_","4"
"145","La Palma intensifies","zh-cn","拉帕尔马加剧","dailymotion","_","0"
"146","La Palma intensifies","zh-cn","拉帕尔马加剧","dailymotion","_","1"
"147","La Palma intensifies","zh-cn","拉帕尔马加剧","dailymotion","_","2"
"148","La Palma intensifies","zh-cn","拉帕尔马加剧","dailymotion","_","3"
"149","La Palma intensifies","zh-cn","拉帕尔马加剧","dailymotion","_","4"
"150","La Palma intensifies","hi","ला पाल्मा तेज करता है","youtube","_","0"
"151","La Palma intensifies","hi","ला पाल्मा तेज करता है","youtube","_","1"
"152","La Palma intensifies","hi","ला पाल्मा तेज करता है","youtube","_","2"
"153","La Palma intensifies","hi","ला पाल्मा तेज करता है","youtube","_","3"
"154","La Palma intensifies","hi","ला पाल्मा तेज करता है","youtube","_","4"
"155","La Palma intensifies","hi","ला पाल्मा तेज करता है","dailymotion","_","0"
"156","La Palma intensifies","hi","ला पाल्मा तेज करता है","dailymotion","_","1"
"157","La Palma intensifies","hi","ला पाल्मा तेज करता है","dailymotion","_","2"
"158","La Palma intensifies","hi","ला पाल्मा तेज करता है","dailymotion","_","3"
"159","La Palma intensifies","hi","ला पाल्मा तेज करता है","dailymotion","_","4"
"160","La Palma intensifies","es","La Palma se intensifica","youtube","_","0"
"161","La Palma intensifies","es","La Palma se intensifica","youtube","_","1"
"162","La Palma intensifies","es","La Palma se intensifica","youtube","_","2"
"163","La Palma intensifies","es","La Palma se intensifica","youtube","_","3"
"164","La Palma intensifies","es","La Palma se intensifica","youtube","_","4"
"165","La Palma intensifies","es","La Palma se intensifica","dailymotion","_","0"
"166","La Palma intensifies","es","La Palma se intensifica","dailymotion","_","1"
"167","La Palma intensifies","es","La Palma se intensifica","dailymotion","_","2"
"168","La Palma intensifies","es","La Palma se intensifica","dailymotion","_","3"
"169","La Palma intensifies","es","La Palma se intensifica","dailymotion","_","4"
"170","La Palma intensifies","ar","تكثف ""لا بالما""","youtube","_","0"
"171","La Palma intensifies","ar","تكثف ""لا بالما""","youtube","_","1"
"172","La Palma intensifies","ar","تكثف ""لا بالما""","youtube","_","2"
"173","La Palma intensifies","ar","تكثف ""لا بالما""","youtube","_","3"
"174","La Palma intensifies","ar","تكثف ""لا بالما""","youtube","_","4"
"175","La Palma intensifies","ar","تكثف ""لا بالما""","dailymotion","_","0"
"176","La Palma intensifies","ar","تكثف ""لا بالما""","dailymotion","_","1"
"177","La Palma intensifies","ar","تكثف ""لا بالما""","dailymotion","_","2"
"178","La Palma intensifies","ar","تكثف ""لا بالما""","dailymotion","_","3"
"179","La Palma intensifies","ar","تكثف ""لا بالما""","dailymotion","_","4"
"180","La Palma intensifies","bn","লা পালমা তীব্র হয়","youtube","_","0"
"181","La Palma intensifies","bn","লা পালমা তীব্র হয়","youtube","_","1"
"182","La Palma intensifies","bn","লা পালমা তীব্র হয়","youtube","_","2"
"183","La Palma intensifies","bn","লা পালমা তীব্র হয়","youtube","_","3"
"184","La Palma intensifies","bn","লা পালমা তীব্র হয়","youtube","_","4"
"185","La Palma intensifies","bn","লা পালমা তীব্র হয়","dailymotion","_","0"
"186","La Palma intensifies","bn","লা পালমা তীব্র হয়","dailymotion","_","1"
"187","La Palma intensifies","bn","লা পালমা তীব্র হয়","dailymotion","_","2"
"188","La Palma intensifies","bn","লা পালমা তীব্র হয়","dailymotion","_","3"
"189","La Palma intensifies","bn","লা পালমা তীব্র হয়","dailymotion","_","4"
"190","La Palma intensifies","fr","La Palma s'intensifie","youtube","_","0"
"191","La Palma intensifies","fr","La Palma s'intensifie","youtube","_","1"
"192","La Palma intensifies","fr","La Palma s'intensifie","youtube","_","2"
"193","La Palma intensifies","fr","La Palma s'intensifie","youtube","_","3"
"194","La Palma intensifies","fr","La Palma s'intensifie","youtube","_","4"
"195","La Palma intensifies","fr","La Palma s'intensifie","dailymotion","_","0"
"196","La Palma intensifies","fr","La Palma s'intensifie","dailymotion","_","1"
"197","La Palma intensifies","fr","La Palma s'intensifie","dailymotion","_","2"
"198","La Palma intensifies","fr","La Palma s'intensifie","dailymotion","_","3"
"199","La Palma intensifies","fr","La Palma s'intensifie","dailymotion","_","4"
"200","La Palma intensifies","ru","Ла Пальма усиливается","youtube","_","0"
"201","La Palma intensifies","ru","Ла Пальма усиливается","youtube","_","1"
"202","La Palma intensifies","ru","Ла Пальма усиливается","youtube","_","2"
"203","La Palma intensifies","ru","Ла Пальма усиливается","youtube","_","3"
"204","La Palma intensifies","ru","Ла Пальма усиливается","youtube","_","4"
"205","La Palma intensifies","ru","Ла Пальма усиливается","dailymotion","_","0"
"206","La Palma intensifies","ru","Ла Пальма усиливается","dailymotion","_","1"
"207","La Palma intensifies","ru","Ла Пальма усиливается","dailymotion","_","2"
"208","La Palma intensifies","ru","Ла Пальма усиливается","dailymotion","_","3"
"209","La Palma intensifies","ru","Ла Пальма усиливается","dailymotion","_","4"
"210","La Palma intensifies","pt","La Palma intensifica","youtube","_","0"
"211","La Palma intensifies","pt","La Palma intensifica","youtube","_","1"
"212","La Palma intensifies","pt","La Palma intensifica","youtube","_","2"
"213","La Palma intensifies","pt","La Palma intensifica","youtube","_","3"
"214","La Palma intensifies","pt","La Palma intensifica","youtube","_","4"
"215","La Palma intensifies","pt","La Palma intensifica","dailymotion","_","0"
"216","La Palma intensifies","pt","La Palma intensifica","dailymotion","_","1"
"217","La Palma intensifies","pt","La Palma intensifica","dailymotion","_","2"
"218","La Palma intensifies","pt","La Palma intensifica","dailymotion","_","3"
"219","La Palma intensifies","pt","La Palma intensifica","dailymotion","_","4"
"220","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","youtube","_","0"
"221","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","youtube","_","1"
"222","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","youtube","_","2"
"223","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","youtube","_","3"
"224","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","youtube","_","4"
"225","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","dailymotion","_","0"
"226","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","dailymotion","_","1"
"227","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","dailymotion","_","2"
"228","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","dailymotion","_","3"
"229","La Palma intensifies","ur","لا پالما شدت اختیار کرتا ہے۔","dailymotion","_","4"
"230","La Palma intensifies","de","La Palma intensiviert","youtube","_","0"
"231","La Palma intensifies","de","La Palma intensiviert","youtube","_","1"
"232","La Palma intensifies","de","La Palma intensiviert","youtube","_","2"
"233","La Palma intensifies","de","La Palma intensiviert","youtube","_","3"
"234","La Palma intensifies","de","La Palma intensiviert","youtube","_","4"
"235","La Palma intensifies","de","La Palma intensiviert","dailymotion","_","0"
"236","La Palma intensifies","de","La Palma intensiviert","dailymotion","_","1"
"237","La Palma intensifies","de","La Palma intensiviert","dailymotion","_","2"
"238","La Palma intensifies","de","La Palma intensiviert","dailymotion","_","3"
"239","La Palma intensifies","de","La Palma intensiviert","dailymotion","_","4"
"240","La Palma intensifies","jp","ラパルマが激化","youtube","_","0"
"241","La Palma intensifies","jp","ラパルマが激化","youtube","_","1"
"242","La Palma intensifies","jp","ラパルマが激化","youtube","_","2"
"243","La Palma intensifies","jp","ラパルマが激化","youtube","_","3"
"244","La Palma intensifies","jp","ラパルマが激化","youtube","_","4"
"245","La Palma intensifies","jp","ラパルマが激化","dailymotion","_","0"
"246","La Palma intensifies","jp","ラパルマが激化","dailymotion","_","1"
"247","La Palma intensifies","jp","ラパルマが激化","dailymotion","_","2"
"248","La Palma intensifies","jp","ラパルマが激化","dailymotion","_","3"
"249","La Palma intensifies","jp","ラパルマが激化","dailymotion","_","4"
"250","La Palma intensifies","id","La Palma mengintensifkan","youtube","_","0"
"251","La Palma intensifies","id","La Palma mengintensifkan","youtube","_","1"
"252","La Palma intensifies","id","La Palma mengintensifkan","youtube","_","2"
"253","La Palma intensifies","id","La Palma mengintensifkan","youtube","_","3"
"254","La Palma intensifies","id","La Palma mengintensifkan","youtube","_","4"
"255","La Palma intensifies","id","La Palma mengintensifkan","dailymotion","_","0"
"256","La Palma intensifies","id","La Palma mengintensifkan","dailymotion","_","1"
"257","La Palma intensifies","id","La Palma mengintensifkan","dailymotion","_","2"
"258","La Palma intensifies","id","La Palma mengintensifkan","dailymotion","_","3"
"259","La Palma intensifies","id","La Palma mengintensifkan","dailymotion","_","4"
"260","COP26 climate conference","en","COP26 climate conference","youtube","_","0"
"261","COP26 climate conference","en","COP26 climate conference","youtube","_","1"
"262","COP26 climate conference","en","COP26 climate conference","youtube","_","2"
"263","COP26 climate conference","en","COP26 climate conference","youtube","_","3"
"264","COP26 climate conference","en","COP26 climate conference","youtube","_","4"
"265","COP26 climate conference","en","COP26 climate conference","dailymotion","_","0"
"266","COP26 climate conference","en","COP26 climate conference","dailymotion","_","1"
"267","COP26 climate conference","en","COP26 climate conference","dailymotion","_","2"
"268","COP26 climate conference","en","COP26 climate conference","dailymotion","_","3"
"269","COP26 climate conference","en","COP26 climate conference","dailymotion","_","4"
"270","COP26 climate conference","zh-cn","COP26气候大会","youtube","_","0"
"271","COP26 climate conference","zh-cn","COP26气候大会","youtube","_","1"
"272","COP26 climate conference","zh-cn","COP26气候大会","youtube","_","2"
"273","COP26 climate conference","zh-cn","COP26气候大会","youtube","_","3"
"274","COP26 climate conference","zh-cn","COP26气候大会","youtube","_","4"
"275","COP26 climate conference","zh-cn","COP26气候大会","dailymotion","_","0"
"276","COP26 climate conference","zh-cn","COP26气候大会","dailymotion","_","1"
"277","COP26 climate conference","zh-cn","COP26气候大会","dailymotion","_","2"
"278","COP26 climate conference","zh-cn","COP26气候大会","dailymotion","_","3"
"279","COP26 climate conference","zh-cn","COP26气候大会","dailymotion","_","4"
"280","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","youtube","_","0"
"281","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","youtube","_","1"
"282","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","youtube","_","2"
"283","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","youtube","_","3"
"284","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","youtube","_","4"
"285","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","dailymotion","_","0"
"286","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","dailymotion","_","1"
"287","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","dailymotion","_","2"
"288","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","dailymotion","_","3"
"289","COP26 climate conference","hi","COP26 जलवायु सम्मेलन","dailymotion","_","4"
"290","COP26 climate conference","es","Conferencia climática COP26","youtube","_","0"
"291","COP26 climate conference","es","Conferencia climática COP26","youtube","_","1"
"292","COP26 climate conference","es","Conferencia climática COP26","youtube","_","2"
"293","COP26 climate conference","es","Conferencia climática COP26","youtube","_","3"
"294","COP26 climate conference","es","Conferencia climática COP26","youtube","_","4"
"295","COP26 climate conference","es","Conferencia climática COP26","dailymotion","_","0"
"296","COP26 climate conference","es","Conferencia climática COP26","dailymotion","_","1"
"297","COP26 climate conference","es","Conferencia climática COP26","dailymotion","_","2"
"298","COP26 climate conference","es","Conferencia climática COP26","dailymotion","_","3"
"299","COP26 climate conference","es","Conferencia climática COP26","dailymotion","_","4"
"300","COP26 climate conference","ar","مؤتمر المناخ COP26","youtube","_","0"
"301","COP26 climate conference","ar","مؤتمر المناخ COP26","youtube","_","1"
"302","COP26 climate conference","ar","مؤتمر المناخ COP26","youtube","_","2"
"303","COP26 climate conference","ar","مؤتمر المناخ COP26","youtube","_","3"
"304","COP26 climate conference","ar","مؤتمر المناخ COP26","youtube","_","4"
"305","COP26 climate conference","ar","مؤتمر المناخ COP26","dailymotion","_","0"
"306","COP26 climate conference","ar","مؤتمر المناخ COP26","dailymotion","_","1"
"307","COP26 climate conference","ar","مؤتمر المناخ COP26","dailymotion","_","2"
"308","COP26 climate conference","ar","مؤتمر المناخ COP26","dailymotion","_","3"
"309","COP26 climate conference","ar","مؤتمر المناخ COP26","dailymotion","_","4"
"310","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","youtube","_","0"
"311","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","youtube","_","1"
"312","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","youtube","_","2"
"313","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","youtube","_","3"
"314","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","youtube","_","4"
"315","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","dailymotion","_","0"
"316","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","dailymotion","_","1"
"317","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","dailymotion","_","2"
"318","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","dailymotion","_","3"
"319","COP26 climate conference","bn","COP26 জলবায়ু সম্মেলন","dailymotion","_","4"
"320","COP26 climate conference","fr","Conférence sur le climat COP26","youtube","_","0"
"321","COP26 climate conference","fr","Conférence sur le climat COP26","youtube","_","1"
"322","COP26 climate conference","fr","Conférence sur le climat COP26","youtube","_","2"
"323","COP26 climate conference","fr","Conférence sur le climat COP26","youtube","_","3"
"324","COP26 climate conference","fr","Conférence sur le climat COP26","youtube","_","4"
"325","COP26 climate conference","fr","Conférence sur le climat COP26","dailymotion","_","0"
"326","COP26 climate conference","fr","Conférence sur le climat COP26","dailymotion","_","1"
"327","COP26 climate conference","fr","Conférence sur le climat COP26","dailymotion","_","2"
"328","COP26 climate conference","fr","Conférence sur le climat COP26","dailymotion","_","3"
"329","COP26 climate conference","fr","Conférence sur le climat COP26","dailymotion","_","4"
"330","COP26 climate conference","ru","Конференция по климату COP26","youtube","_","0"
"331","COP26 climate conference","ru","Конференция по климату COP26","youtube","_","1"
"332","COP26 climate conference","ru","Конференция по климату COP26","youtube","_","2"
"333","COP26 climate conference","ru","Конференция по климату COP26","youtube","_","3"
"334","COP26 climate conference","ru","Конференция по климату COP26","youtube","_","4"
"335","COP26 climate conference","ru","Конференция по климату COP26","dailymotion","_","0"
"336","COP26 climate conference","ru","Конференция по климату COP26","dailymotion","_","1"
"337","COP26 climate conference","ru","Конференция по климату COP26","dailymotion","_","2"
"338","COP26 climate conference","ru","Конференция по климату COP26","dailymotion","_","3"
"339","COP26 climate conference","ru","Конференция по климату COP26","dailymotion","_","4"
"340","COP26 climate conference","pt","Conferência do clima COP26","youtube","_","0"
"341","COP26 climate conference","pt","Conferência do clima COP26","youtube","_","1"
"342","COP26 climate conference","pt","Conferência do clima COP26","youtube","_","2"
"343","COP26 climate conference","pt","Conferência do clima COP26","youtube","_","3"
"344","COP26 climate conference","pt","Conferência do clima COP26","youtube","_","4"
"345","COP26 climate conference","pt","Conferência do clima COP26","dailymotion","_","0"
"346","COP26 climate conference","pt","Conferência do clima COP26","dailymotion","_","1"
"347","COP26 climate conference","pt","Conferência do clima COP26","dailymotion","_","2"
"348","COP26 climate conference","pt","Conferência do clima COP26","dailymotion","_","3"
"349","COP26 climate conference","pt","Conferência do clima COP26","dailymotion","_","4"
"350","COP26 climate conference","ur","COP26 آب و ہوا کانفرنس","youtube","_","0"
"351","COP26 climate conference","ur","COP26 آب و ہوا کانفرنس","youtube","_","1"
